Sequence_ID	Organism	Fwd_primer_name	Rev_primer_name	Specimen_voucher	Country	Note	Lat_Lon	Collection_date	Collected_by			
FISHCARD_miu_511.1	Clinocottus globiceps	MiFish Teleost	MiFish Teleost	#06-45	USA	"Santa Cruz Co.: Santa Cruz, Scott’s Creek"	"36.9667N,122.0167W"	19-Jun-2004	"M Ramon [via G Bernardi, UCSanta Cruz]"			
FISHCARD_miu_512.1	Clinocottus recalvus	MiFish Teleost	MiFish Teleost	#06-45	USA	"Santa Cruz Co.: Santa Cruz, Scott’s Creek"	"36.9667N,122.0167W"	19-Jun-2004	"M Ramon [via G Bernardi, UCSanta Cruz]"			
FISHCARD_miu_513.1	Cryptacanthodes aleutensis	MiFish Teleost	MiFish Teleost	#06-35	USA	NULL			NULL			
FISHCARD_miu_514.1	Dormitator latifrons	MiFish Teleost	MiFish Teleost	#06-44	Mexico	Estero Coyote	"26.8167N,113.525W"		"D Huang [via G  Bernardi, UC Santa Cruz]"			
FISHCARD_miu_515.1	Elassodiscus caudatus	MiFish Teleost	MiFish Teleost	#06-29	USA	NULL	"55.5783N,168.8367W"	21-Jul-2004	NMFS-Seattle			
FISHCARD_miu_516.1	Eurypharynx pelecanoides	MiFish Teleost	MiFish Teleost	#06-23	USA	NULL	"34.5167N,121.1167W"	26-Oct-1997	K Shaw & NMFS-Seattle party			
FISHCARD_miu_517.1	Gibbonsia montereyensis	MiFish Teleost	MiFish Teleost	#06-41	USA	San Luis Obispo Co.:  Vandenburg Air Force Base; intertidal	"34.7283N,120.5767W"	26-Mar-2003	"M Ramon, UC Santa Cruz"			
FISHCARD_miu_518.1	Kali kerberti	MiFish Teleost	MiFish Teleost	#06-10	USA	NULL	"34.5567N,121.025W"	25-Oct-1997	KA Moots			
FISHCARD_miu_519.1	Lipariscus nanus	MiFish Teleost	MiFish Teleost	#06-32	USA	NULL	"55.42N,168.2667W"	28-Jul-2004	NMFS-Seattle			
FISHCARD_miu_520.1	Lycodapus fierasfer	MiFish Teleost	MiFish Teleost	#06-27	USA	NULL	"45.7033N,124.9183W"	5-Nov-1996	NMFS-Seattle			
FISHCARD_miu_521.1	Maulisia mauli	MiFish Teleost	MiFish Teleost	#06-24	USA	NULL	"35.8217N,121.96W"	28-Oct-1997	NMFS-Seattle			
FISHCARD_miu_522.1	Oligocottus maculosus	MiFish Teleost	MiFish Teleost	#06-46	USA	Bob Creek	"43N,124.25W"		"M Ramon [via G Bernardi, UCSanta Cruz]"			
FISHCARD_miu_523.1	Oligocottus snyderi	MiFish Teleost	MiFish Teleost	#06-42	USA	San Luis Obispo Co.:  Cambria; intertidal	"35.5933N,121.5933W"	25-Jun-1905	"M Ramon, UC Santa Cruz"			
FISHCARD_miu_524.1	Oncorhynchus mykiss	MiFish Teleost	MiFish Teleost	#05-116	USA	Trinity Co.: near Trinity River	"40.7167N,122.8W"		PA Nelson			
FISHCARD_miu_525.1	Paraliparis pectoralis	MiFish Teleost	MiFish Teleost	#06-30	USA	NULL	"56.0917N,169.1967W"	24-Jul-2004	NMFS-Seattle			
FISHCARD_miu_526.1	Pleurogrammus monopterygius	MiFish Teleost	MiFish Teleost	#06-37	USA	NULL	"54.21N,166.0617W"	8-Jun-2004	NMFS-Seattle			
FISHCARD_miu_527.1	Radulinus asprellus	MiFish Teleost	MiFish Teleost	#06-22	USA	Gulf of Alaska	"59.4467N,141.67W"	12-Jul-1999	NULL			
FISHCARD_miu_528.1	Rhinoliparis barbulifer	MiFish Teleost	MiFish Teleost	#06-15	USA	NULL	"36.3733N,121.22W"	29-Oct-1997	KA Moots			
FISHCARD_miu_529.1	Serrivomer jesperseni	MiFish Teleost	MiFish Teleost	#06-10	USA	NULL	"34.5567N,121.025W"	25-Oct-1997	KA Moots			
FISHCARD_miu_530.1	Serrivomer sector	MiFish Teleost	MiFish Teleost	#06-20	USA	NULL	"39.5383N,124.1867W"	3-Nov-1997	KA Moots			
FISHCARD_miu_531.1	Talismania bifurcata	MiFish Teleost	MiFish Teleost	#06-13	USA	NULL	"35.4217N,121.5017W"	27-Oct-1997	KA Moots			
FISHCARD_miu_532.1	Kajikia audax	MiFish Teleost	MiFish Teleost	#06-38	USA	NULL	"19.32N,155.93W"	28-May-2005	"J Hyde, SIO grad. student & NMFS-La Jolla"			
FISHCARD_miu_533.1	Zesticelus profundorum	MiFish Teleost	MiFish Teleost	#06-31	USA	NULL	"55.575N,168.8283W"	27-Jul-2004	NMFS-Seattle			
FISHCARD_miu_534.1	Dermatolepis dermatolepis	MiFish Teleost	MiFish Teleost	#06-121	NULL	Clipperton Island		1-Sep-2004	"R Vetter, NMFS-La Jolla"			
FISHCARD_miu_535.1	Opisthonema medirastre	MiFish Teleost	MiFish Teleost	#07-96	Mexico	La Playita	"23.0333N,109.5167W"	22-Aug-2007	J Snow			
FISHCARD_miu_536.1	Parvilux ingens	MiFish Teleost	MiFish Teleost	#06-98	USA	NULL	"32.8N,124.0667W"	1-Jun-2006	"P Davison & M Decima, SIO grad. students"			
FISHCARD_miu_537.1	Barbourisia rufa	MiFish Teleost	MiFish Teleost	#06-105	USA	off Fort Bragg	"39.535N,124.0717W"	16-Aug-2005	"Capt R Select [via RN Lea, Calif. Fish & Game]"			
FISHCARD_miu_538.1	Lampanyctus festivus	MiFish Teleost	MiFish Teleost	#06-100	USA	NULL	"32.7667N,124.1167W"	2-Jun-2006	"P Davison & M Decima, SIO grad. students"			
FISHCARD_miu_539.1	Vinciguerria poweriae	MiFish Teleost	MiFish Teleost	#06-92	USA	NULL	"33.5167N,122.1167W"	19-May-2006	"P Davison & M Decima, SIO grad. students"			
FISHCARD_miu_540.1	Prognathodes falcifer	MiFish Teleost	MiFish Teleost	#06-269	Mexico	San Benitos Islands		1-Jul-1999	"B Burhans, SIO Aquarium"			
FISHCARD_miu_541.1	Bolinichthys longipes	MiFish Teleost	MiFish Teleost	#06-101	USA	NULL	"32.7N,124.2167W"	3-Jun-2006	"P Davison & M Decima, SIO grad. students"			
FISHCARD_miu_542.1	Xanthichthys mento	MiFish Teleost	MiFish Teleost	#06-122	Mexico	Alijos Rocks	"24.95N,115.75W"	12-Oct-2004	"R Vetter, NMFS-La Jolla"			
FISHCARD_miu_543.1	Lagocephalus lagocephalus	MiFish Teleost	MiFish Teleost	#09-153	Mexico	Todos Santos Commercial  Beach	"23.6833N,110.3833W"	19-Dec-2008	J Snow			
FISHCARD_miu_544.1	Diodon hystrix	MiFish Teleost	MiFish Teleost	#09-143	Mexico	Cabo Real	"22.9833N,109.7667W"	17-Nov-2008	J Snow			
FISHCARD_miu_545.1	Cyclothone atraria	MiFish Teleost	MiFish Teleost	NA	USA	NULL			NULL			
FISHCARD_miu_546.1	Sphoeroides lobatus	MiFish Teleost	MiFish Teleost	#07-57	Mexico	San Luis Canyon	"23.15N,109.4167W"	30-Mar-2007	J Snow			
FISHCARD_miu_547.1	Ophichthus triserialis	MiFish Teleost	MiFish Teleost	#07-94	Mexico	San Luis Canyon; 2 miles at sea	"23.15N,109.4167W"	21-Jul-2007	J Snow			
FISHCARD_miu_548.1	Scorpaena mystes	MiFish Teleost	MiFish Teleost	#07-92	Mexico	Todos Santos Commercial Beach		20-Jul-2007	J Snow			
FISHCARD_miu_549.1	Selene peruviana	MiFish Teleost	MiFish Teleost	#07-88	Mexico	La Playita	"23.0333N,109.5167W"	19-Jun-2007	J Snow			
FISHCARD_miu_550.1	Trachinotus rhodopus	MiFish Teleost	MiFish Teleost	#07-85	Mexico	Cabo Real; off the beach	"22.9833N,109.7667W"	28-May-2007	J Snow			
FISHCARD_miu_551.1	Chloroscombrus orqueta	MiFish Teleost	MiFish Teleost	#07-88	Mexico	La Playita	"23.0333N,109.5167W"	19-Jun-2007	J Snow			
FISHCARD_miu_552.1	Microlepidotus inornatus	MiFish Teleost	MiFish Teleost	#07-190	Mexico	La Playita	"23.0333N,109.5167W"	15-Sep-2007	J Snow			
FISHCARD_miu_553.1	Apogon guadalupensis	MiFish Teleost	MiFish Teleost	#08-59	USA	San Clemente Island	"32.9N,118.4833W"	1-Jul-2007	"J Lord, SIO Aquarium"			
FISHCARD_miu_554.1	Astroscopus zephyreus	MiFish Teleost	MiFish Teleost	#08-66	Mexico	Todos Santos (commercial beach)	"23.3833N,110.2W"	12-Feb-2008	J Snow (from local fisherman)			
FISHCARD_miu_555.1	Apogon pacificus	MiFish Teleost	MiFish Teleost	#08-61	Mexico	La Playita	"23.0333N,109.5167W"	23-Jan-2008	J Snow (from b ait fisherman)			
FISHCARD_miu_556.1	Diplectrum maximum	MiFish Teleost	MiFish Teleost	#08-58	Mexico	Todos Santos (commercial beach	"23.3833N,110.2W"	23-Jan-2008	local fisherman			
FISHCARD_miu_557.1	Fistularia corneta	MiFish Teleost	MiFish Teleost	#08-167	Mexico	just outside Puerto Los Cabas Breakwater	"23.0333N,109.3333W"	16-Oct-2008	J Snow & HJ Walker			
FISHCARD_miu_558.1	Chanos chanos	MiFish Teleost	MiFish Teleost	#07-77	USA	NULL			NULL			
FISHCARD_miu_559.1	Epinephelus analogus	MiFish Teleost	MiFish Teleost	#07-75	Mexico	"Mazatlan, Pescaderia Embarcadero de la Isla de la Piedra"	"23.2167N,106.4167W"	26-Mar-2002	M Craig			
FISHCARD_miu_560.1	Harengula thrissina	MiFish Teleost	MiFish Teleost	#08-16	Mexico	Cabo San Lucas area	"22.8667N,109.8833W"	1-Dec-2007	J Snow			
FISHCARD_miu_561.1	Leiocottus hirundo	MiFish Teleost	MiFish Teleost	#08-60	USA	San Clemente Island	"32.9N,118.4833W"	24-Jul-2007	"P Zirofski, Sea Camp"			
FISHCARD_miu_562.1	Melamphaes parvus	MiFish Teleost	MiFish Teleost	#08-32	USA	California Current	"33.3833N,121.3833W"	11-Apr-2007	"P Davison, SIO grad. student"			
FISHCARD_miu_563.1	Fodiator acutus	MiFish Teleost	MiFish Teleost	#07-88	Mexico	La Playita	"23.0333N,109.5167W"	19-Jun-2007	J Snow			
FISHCARD_miu_564.1	Nannobrachium regale	MiFish Teleost	MiFish Teleost	#08-31	NULL	California Current: SW Catalina Island		2-Apr-2007	"P Davison, SIO grad. student"			
FISHCARD_miu_565.1	Chaetodon humeralis	MiFish Teleost	MiFish Teleost	#07-77	USA	NULL			NULL			
FISHCARD_miu_566.1	Eucinostomus currani	MiFish Teleost	MiFish Teleost	#09-154	Mexico	Faro Casa	"23.2167N,109.85W"	23-Dec-2008	J Snow			
FISHCARD_miu_567.1	Cottus aleuticus	MiFish Teleost	MiFish Teleost	#08-97	USA	"Monterey Co.: Carmel River, below Robinson Rd. & Scarlett Rd."	"36.5383N,121.645W"	27-Jun-2007	"gift: RN Lea, Calif.F&G"			
FISHCARD_miu_568.1	Lutjanus colorado	MiFish Teleost	MiFish Teleost	#08-151	Mexico	Todos Santos Commercial Beach	"23.6833N,110.3833W"	6-Aug-2008	J Snow			
FISHCARD_miu_569.1	Bellator xenisma	MiFish Teleost	MiFish Teleost	#08-54	Mexico	La Playita	"23.0333N,109.5167W"	18-Jan-2008	J Snow			
FISHCARD_miu_570.1	Chilomycterus reticulatus	MiFish Teleost	MiFish Teleost	#07-187	Mexico	San Luis Canyon	"23.15N,109.4167W"	27-Apr-2007	J Snow			
FISHCARD_miu_571.1	Vinciguerria lucetia	MiFish Teleost	MiFish Teleost	#09-204	Mexico	Punta Palmilla; on beach	"22.97N,109.7W"	20-Feb-2009	J Snow			
FISHCARD_miu_572.1	Diogenichthys laternatus	MiFish Teleost	MiFish Teleost	#09-204	Mexico	Punta Palmilla; on beach	"22.97N,109.7W"	20-Feb-2009	J Snow			
FISHCARD_miu_573.1	Seriola rivoliana	MiFish Teleost	MiFish Teleost	#09-212	Mexico	Todos Santos Commercial Beach	"23.6833N,110.3833W"	8-May-2009	commercial fishermen (via J Snow)			
FISHCARD_miu_574.1	Hyporthodus acanthistius	MiFish Teleost	MiFish Teleost	#00-142	USA	Los Angeles Co.: Palos V erdes Peninsula	"33.0833N,118.4W"		"M Craig, Occidental College"			
FISHCARD_miu_575.1	Argyropelecus lychnus	MiFish Teleost	MiFish Teleost	#06-297	USA	NULL		10-Oct-2006	NULL			
FISHCARD_miu_576.1	Zalieutes elater	MiFish Teleost	MiFish Teleost	#10-20	Mexico	Todos Santos Commercial Beach	"23.41N,110.23W"	9-Feb-2010	local fisherman [via J Snow]			
FISHCARD_miu_577.1	Decapterus muroadsi	MiFish Teleost	MiFish Teleost	#10-21-SK	Mexico	off Punta Palmilla	"22.9833N,109.7167W"	11-Feb-2010	J Snow			
FISHCARD_miu_578.1	Uraspis helvola	MiFish Teleost	MiFish Teleost	#10-20	Mexico	Todos Santos Commercial Beach	"23.41N,110.23W"	9-Feb-2010	local fisherman [via J Snow]			
FISHCARD_miu_579.1	Naucrates ductor	MiFish Teleost	MiFish Teleost	#09-280	USA	"San Diego Co.: La Jolla, off BlackÕs Beach"		5-Oct-2001	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_580.1	Paralabrax nebulifer	MiFish Teleost	MiFish Teleost	#08-11	Mexico	Todos Santos Commercial Beach	"23.3833N,110.2W"	20-Dec-2007	J Snow			
FISHCARD_miu_581.1	Sardinops sagax	MiFish Teleost	MiFish Teleost	#07-89	Mexico	Todos Santos Commercial  Beach	"23.3833N,110.2W"	21-Jun-2007	J Snow			
FISHCARD_miu_582.1	Gobiesox rhessodon	MiFish Teleost	MiFish Teleost	#09-170	USA	"San Diego Co.:  La Jolla, near Bird Rock"	"32.85N,117.2667W"	1-May-1998	"J Davis, SIO grad. student"			
FISHCARD_miu_583.1	Trachinotus paitensis	MiFish Teleost	MiFish Teleost	#07-95	Mexico	Todos Santos Commercial Beach	"23.3833N,110.2W"	20-Aug-2007	J Snow			
FISHCARD_miu_584.1	Pronotogrammus multifasciatus	MiFish Teleost	MiFish Teleost	35 #08-58	Mexico	Todos Santos (commercial beach	"23.3833N,110.2W"	23-Jan-2008	local fisherman			
FISHCARD_miu_585.1	Nectoliparis pelagicus	MiFish Teleost	MiFish Teleost	56 #06-34	USA	NULL			NULL			
FISHCARD_miu_586.1	Dolichopteryx longipes	MiFish Teleost	MiFish Teleost	10 #06-28	USA	NULL			NULL			
FISHCARD_miu_587.1	Hemiramphus saltator	MiFish Teleost	MiFish Teleost	23 #04-107	Mexico	Bahia de Los Angeles:  off Turtle Camp	"29N,113.5W"	9-Sep-2004	"J Hyde & HJ Walker, SIO"			
FISHCARD_miu_588.1	Isopsetta isolepis	MiFish Teleost	MiFish Teleost	64 #10-26	USA	NULL	"44.2717N,124.2283W"	5-Sep-2005	NWFC/NMFS			
FISHCARD_miu_589.1	Atheresthes stomias	MiFish Teleost	MiFish Teleost	64 #10-32	USA	NULL	"39.64N,123.9717W"	18-Sep-2005	NWFC/NMFS			
FISHCARD_miu_590.1	Albatrossia pectoralis	MiFish Teleost	MiFish Teleost	62 #10-31	USA	NULL	"40.9033N,124.7267W"	17-Sep-2005	NWFC/NMFS			
FISHCARD_miu_591.1	Phtheirichthys lineatus	MiFish Teleost	MiFish Teleost	42 #10-18	USA	NULL			NULL			
FISHCARD_miu_592.1	Fistularia corneta	MiFish Teleost	MiFish Teleost	57 #08-167	Mexico	just outside Puerto Los Cabas Breakwater	"23.0333N,109.3333W"	16-Oct-2008	J Snow & HJ Walker			
FISHCARD_miu_593.1	Syngnathus auliscus	MiFish Teleost	MiFish Teleost	57 #09-234-T	USA	San Diego Co.: San Elijo Lagoon by Visitor Center (ca 1 km from ocean)	"33.0133N,117.2617W"	16-Jun-2009	"HJ Walker & party, SIO"			
FISHCARD_miu_594.1	Melamphaes parvus	MiFish Teleost	MiFish Teleost	31 #09-320	USA	California Current	"32.15N,123.95W"	14-Oct-2008	"P Davison, SIO"			
FISHCARD_miu_595.1	Argyropelecus sladeni	MiFish Teleost	MiFish Teleost	10 #08-38	USA	California Current	"33.7833N,121.05W"	18-Apr-2007	"P Davison, SIO grad. student"			
FISHCARD_miu_596.1	Synchiropus atrilabiatus	MiFish Teleost	MiFish Teleost	60 #06-293	NULL	NULL	"3.8867N,102.2717W"	25-Oct-2006	NULL			
FISHCARD_miu_597.1	Diogenichthys laternatus	MiFish Teleost	MiFish Teleost	25 #09-308	USA	California Current	"32.65N,118.85W"	30-Sep-2008	"P Davison, SIO"			
FISHCARD_miu_598.1	Protomyctophum crockeri	MiFish Teleost	MiFish Teleost	25 #09-333	USA	California Current	"32.85N,120.9167W"	22-Oct-2008	"P Davison, SIO"			
FISHCARD_miu_599.1	Ceratoscopelus townsendi	MiFish Teleost	MiFish Teleost	25 #09-28	USA	NULL	"34.2667N,120.8833W"	4-Apr-2007	M Ohman & P Davison			
FISHCARD_miu_600.1	Triphoturus mexicanus	MiFish Teleost	MiFish Teleost	25 #09-334	USA	California Current	"32.85N,120.6W"	23-Oct-2008	"P Davison, SIO"			
FISHCARD_miu_601.1	Stenobrachius leucopsarus	MiFish Teleost	MiFish Teleost	25 #08-197	USA	NULL	"34.3167N,120.9333W"	6-Apr-2007	"P Davison & M Decima, SIO grad students"			
FISHCARD_miu_602.1	Diaphus theta	MiFish Teleost	MiFish Teleost	25 #08-197	USA	NULL	"34.3167N,120.9333W"	6-Apr-2007	"P Davison & M Decima, SIO grad students"			
FISHCARD_miu_603.1	Coelorinchus scaphopsis	MiFish Teleost	MiFish Teleost	62 #97-184	USA	NULL	"37.925N,123.455W"	28-Jun-1995	A Rocha & NMFS party			
FISHCARD_miu_604.1	Coryphaenoides filifer	MiFish Teleost	MiFish Teleost	62 #02-70	USA	off coast of Oregon	"42.4267N,125.1983W"	24-Jul-1999	"C Goldfinger, OSU"			
FISHCARD_miu_605.1	Coralliozetus springeri	MiFish Teleost	MiFish Teleost	01-164	Panama	Taboquilla Island	"8.7833N,79.55W"	27-Jul-2001	DR Robertson			
FISHCARD_miu_606.1	Coralliozetus springeri	MiFish Teleost	MiFish Teleost	09-399	Costa Rica	Cocos Islands (Isla del Cocos): Manuelita	"5.55N,87.0667W"	19-Sep-2009	"B Zgliczynski, SIO"			
FISHCARD_miu_607.1	Syngnathus leptorhynchus	MiFish Teleost	MiFish Teleost	#09-393	USA	"San Diego Co.: Mission Bay, off Crown Point"		27-Jan-2009	P Zerofsky			
FISHCARD_miu_608.1	Bathyagonus nigripinnis	MiFish Teleost	MiFish Teleost	56 #10-43	USA	NULL	"47.5667N,125.2467W"	24-Aug-2005	NWFC/NMFS			
FISHCARD_miu_609.1	Clupea pallasii	MiFish Teleost	MiFish Teleost	8 #10-52	USA	NULL	"44.7817N,124.2517W"	31-Aug-2005	NWFC/NMFS			
FISHCARD_miu_610.1	Syngnathus auliscus	MiFish Teleost	MiFish Teleost	57 #09-234-T	USA	San Diego Co.: San Elijo Lagoon by Visitor Center (ca 1 km from ocean)	"33.0133N,117.2617W"	16-Jun-2009	"HJ Walker & party, SIO"			
FISHCARD_miu_611.1	Tarletonbeania crenularis	MiFish Teleost	MiFish Teleost	#08-42	USA	California Current	"33.8333N,120.9333W"	19-Apr-2007	"P Davison, SIO grad. student"			
FISHCARD_miu_612.1	Bathysphyraenops simplex	MiFish Teleost	MiFish Teleost	#08-38	USA	California Current	"33.7833N,121.05W"	18-Apr-2007	"P Davison, SIO grad. student"			
FISHCARD_miu_613.1	Acanthocybium solandri	MiFish Teleost	MiFish Teleost	#05-30	USA	NULL	"1.95S,95.1667W"	5-Apr-2005	"fishermen [via C. Sepulveda, SIO]"			
FISHCARD_miu_614.1	Euthynnus lineatus	MiFish Teleost	MiFish Teleost	#05-29	Mexico	near Cabo San Lucas	"22.8667N,109.8833W"	1-May-2005	"fisherman [via C. Sepulveda, SIO]"			
FISHCARD_miu_615.1	Alopias superciliosus	MiFish Teleost	MiFish Teleost	#04-32	USA	"ca 70 mi offshore, near U.S./Mexico border"	"32.5833N,118.3333W"	2-Mar-2004	"local fisherman, via C. Sepulveda, SIO"			
FISHCARD_miu_616.1	Carcharhinus longimanus	MiFish Teleost	MiFish Teleost	#97-223	USA	NULL	"7.7333N,141.7833W"	13-Sep-1997	"M Hinton, IATTC"			
FISHCARD_miu_617.1	Prionace glauca	MiFish Teleost	MiFish Teleost	#96-101	USA	Tanner Bank	"32.6917N,119.1167W"	8-Aug-1995	WL Smith			
FISHCARD_miu_618.1	Hydrolagus colliei	MiFish Teleost	MiFish Teleost	#95-2	USA	San Diego Co.: off Point Loma	"32.7367N,117.4033W"	4-Mar-1995	"R Rosenblatt & party, SIO"			
FISHCARD_miu_619.1	Somniosus pacificus	MiFish Teleost	MiFish Teleost	#95-13	USA	Loran: 28208.2/40726.6		7-Dec-1991	"R Hupp, Sea World"			
FISHCARD_miu_620.1	Hypanus dipterurus	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_621.1	Carcharodon carcharias	MiFish Teleost	MiFish Teleost	#04-43	USA	off Newport Beach; 6 mi	"33.53N,117.9367W"	10-Sep-2003	"local fisherman (via C Lowe, CSULB)"			
FISHCARD_miu_622.1	Hexanchus griseus	MiFish Teleost	MiFish Teleost	#01-187	USA	"Santa Barbara Channel, off El Capitan State Beach"	"34.3833N,119.7W"	14-Aug-2001	"gift:  RN Lea, Calif. Fish & Game"			
FISHCARD_miu_623.1	Himantolophus sagamius	MiFish Teleost	MiFish Teleost	#02-2	USA	San Diego Co.: Del Mar (at “Dog Beach”); in surf zone	"32.9583N,117.265W"	15-Dec-2001	M Grundler			
FISHCARD_miu_624.1	Bathyraja trachura	MiFish Teleost	MiFish Teleost	#01-109	USA	off Monterey Bay	"36.75N,121.9167W"	18-Apr-2001	"received from RN Lea, Calif. Fish & Game"			
FISHCARD_miu_625.1	Platyrhinoidis triseriata	MiFish Teleost	MiFish Teleost	#03-161	USA	"San Diego Co.: La Jolla, Scripps Reserve"	"32.85N,117.2667W"	19-Nov-2002	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_626.1	Parmaturus xaniurus	MiFish Teleost	MiFish Teleost	#97-131	USA	off Yankee Point	"36.5117N,122.0083W"	6-Mar-1997	J Field			
FISHCARD_miu_627.1	Mustelus californicus	MiFish Teleost	MiFish Teleost	#03-65	USA	San Diego Co.: “between Encinitas & Oceanside”	"33.1083N,117.325W"	13-Jul-2003	"via J Hyde, SIO grad student"			
FISHCARD_miu_628.1	Triakis semifasciata	MiFish Teleost	MiFish Teleost	#02-18	USA	San Diego Co.: La Jolla Shores	"32.85N,117.2667W"	13-Sep-2001	"E Kisfaludy, SIO"			
FISHCARD_miu_629.1	Urobatis halleri	MiFish Teleost	MiFish Teleost	#01-178	USA	San Diego Co.: Mission Bay: NW of Fiesta Island	"32.7833N,117.25W"	27-Sep-2001	"M Craig & Joel Fodrie, SIO graduate students"			
FISHCARD_miu_630.1	Alopias superciliosus	MiFish Teleost	MiFish Teleost	#04-32	USA	"ca 70 mi offshore, near U.S./Mexico border"	"32.5833N,118.3333W"	2-Mar-2004	"local fisherman, via C. Sepulveda, SIO"			
FISHCARD_miu_631.1	Notorynchus cepedianus	MiFish Teleost	MiFish Teleost	#04-47	USA	San Diego Co.: Point Loma kelp bed	"32.7283N,117.2683W"	5-Apr-2004	"M Shane & party, Hubbs-Sea World Res. Inst."			
FISHCARD_miu_632.1	Alopias pelagicus	MiFish Teleost	MiFish Teleost	#04-188	Mexico	off Guaymas	"27.9167N,111.0667W"	14-Nov-2004	"commercial fisherman (via C. Sepulveda, SIO grad. student)"			
FISHCARD_miu_633.1	Tetronarce californica	MiFish Teleost	MiFish Teleost	#05-1	USA	San Diego Co.: Carlsbad: Encino Power Plant	"33.1583N,117.3483W"	2-Feb-2005	"J Hyde & B Erisman, SIO grad. students"			
FISHCARD_miu_634.1	Beringraja binoculata	MiFish Teleost	MiFish Teleost	#05-114	USA	off northern California	"37.9167N,122.5W"	31-Jul-2005	NULL			
FISHCARD_miu_635.1	Pteroplatytrygon violacea	MiFish Teleost	MiFish Teleost	#05-76	USA	San Diego Co.: off Torrey Pines	"32.9083N,117.2583W"	19-Aug-2005	"E Kisfaludy & S Albers, SIO"			
FISHCARD_miu_636.1	Mustelus henlei	MiFish Teleost	MiFish Teleost	#05-84	USA	San Diego Co: off San Diego	"32.7667N,117.2167W"	27-Sep-2005	B Steele			
FISHCARD_miu_637.1	Apristurus brunneus	MiFish Teleost	MiFish Teleost	#05-89	USA	NULL	"35.965N,121.6267W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_638.1	Beringraja rhina	MiFish Teleost	MiFish Teleost	#05-89	USA	NULL	"35.965N,121.6267W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_639.1	Apristurus kampae	MiFish Teleost	MiFish Teleost	#05-97	USA	NULL	"32.83N,117.7833W"	23-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_640.1	Beringraja inornata	MiFish Teleost	MiFish Teleost	#05-102	USA	NULL	"32.8733N,117.3017W"	24-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_641.1	Cephaloscyllium ventriosum	MiFish Teleost	MiFish Teleost	#05-98	USA	NULL	"34.37N,119.7683W"	17-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_642.1	Bathyraja interrupta	MiFish Teleost	MiFish Teleost	#05-87	USA	NULL	"36.3867N,122.0667W"	9-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_643.1	Beringraja stellulata	MiFish Teleost	MiFish Teleost	#05-86	USA	NULL	"36.81N,122.0483W"	8-Jul-2005	D Kamikawa & NMFS party			
FISHCARD_miu_644.1	Amblyraja hyperborea	MiFish Teleost	MiFish Teleost	#06-36	USA	NULL	"36.71N,122.28W"	3-Nov-2001	NMFS-Seattle			
FISHCARD_miu_645.1	Rhincodon typus	MiFish Teleost	MiFish Teleost	#05-111	Philippines	Pamilican Island: Bohol	"9.1667N,124.4167E"	24-Feb-1997	MNR Alava & AA Yaptinchay			
FISHCARD_miu_646.1	Squalus suckleyi	MiFish Teleost	MiFish Teleost	#06-7	USA	NULL	"36.74N,121.9117W"	1-Jul-1993	M Domeier			
FISHCARD_miu_647.1	Squatina californica	MiFish Teleost	MiFish Teleost	#06-5	USA	San Diego Co.: off Carlsbad	"33.1333N,117.3433W"	25-Aug-2005	Hubbs-Sea World Res. Inst.			
FISHCARD_miu_648.1	Megachasma pelagios	MiFish Teleost	MiFish Teleost	#07-53	Mexico	off Bahia Tortugas	"27.6833N,114.8833W"	16-Nov-2006	Capt E Magana & crew			
FISHCARD_miu_649.1	Mustelus lunulatus	MiFish Teleost	MiFish Teleost	#09-212	Mexico	Todos Santos Commercial Beach	"23.6833N,110.3833W"	8-May-2009	commercial fishermen (via J Snow)			
FISHCARD_miu_650.1	Zapteryx exasperata	MiFish Teleost	MiFish Teleost	6 #10-59	Mexico	Todos Santos Commercial  Beach	"23.41N,110.23W"	7-May-2010	commercial fishers [via J Snow]			
FISHCARD_miu_651.1	Icichthys lockingtoni	MiFish Teleost	MiFish Teleost	#00-60	USA	(?) off central California		19-Nov-1999	"[RN Lea, Calif. Fish & Game]"			
FISHCARD_miu_652.1	Roncador stearnsii	MiFish Teleost	MiFish Teleost	#01-180	USA	"San Diego Co.: La Jolla, off BlackÕs Beach"		5-Oct-2001	"M Craig & J Fodrie, SIO grad. students"			
FISHCARD_miu_653.1	Sternoptyx obscura	MiFish Teleost	MiFish Teleost	#05-04	USA	NULL	"34.695N,123.21W"	1-Feb-2005	"D Bailey (K Smith lab), SIO"			
FISHCARD_miu_654.1	Nectoliparis pelagicus	MiFish Teleost	MiFish Teleost	#06-34	NULL	NULL			NULL			
