all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	sum taxonomy
merged_fishcard_12S_all_37	1284	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
merged_fishcard_12S_all_38	0	134	1140	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
merged_fishcard_12S_all_39	933	123	209	
merged_fishcard_12S_all_40	806	0	393	
merged_fishcard_12S_all_41	413	113	601	
merged_fishcard_12S_all_42	670	0	430	
merged_fishcard_12S_all_43	798	104	189	
merged_fishcard_12S_all_44	700	144	161	
merged_fishcard_12S_all_45	999	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes polylepis
merged_fishcard_12S_all_46	0	0	995	Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri
merged_fishcard_12S_all_47	0	0	938	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_fishcard_12S_all_48	0	855	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
merged_fishcard_12S_all_49	689	155	0	
merged_fishcard_12S_all_50	537	90	142	
merged_fishcard_12S_all_51	0	0	723	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
merged_fishcard_12S_all_52	570	0	128	
merged_fishcard_12S_all_53	695	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_fishcard_12S_all_54	668	0	0	
merged_fishcard_12S_all_55	457	83	126	
merged_fishcard_12S_all_56	412	65	167	
merged_fishcard_12S_all_57	0	226	380	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
merged_fishcard_12S_all_58	367	54	166	
merged_fishcard_12S_all_59	329	0	252	
merged_fishcard_12S_all_60	463	0	106	
merged_fishcard_12S_all_61	553	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_fishcard_12S_all_62	0	0	531	
merged_fishcard_12S_all_63	0	0	530	
merged_fishcard_12S_all_64	528	0	0	
merged_fishcard_12S_all_65	528	0	0	
merged_fishcard_12S_all_66	456	49	0	
merged_fishcard_12S_all_67	0	0	493	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_fishcard_12S_all_68	357	0	135	
merged_fishcard_12S_all_69	491	0	0	
merged_fishcard_12S_all_70	375	0	105	
merged_fishcard_12S_all_71	0	0	474	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Rimicola;Rimicola muscarum
merged_fishcard_12S_all_72	461	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_fishcard_12S_all_73	350	88	0	
merged_fishcard_12S_all_74	296	36	106	
merged_fishcard_12S_all_75	0	415	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
merged_fishcard_12S_all_76	413	0	0	
merged_fishcard_12S_all_77	0	0	397	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
merged_fishcard_12S_all_78	257	21	109	
merged_fishcard_12S_all_79	0	0	387	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_fishcard_12S_all_80	375	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
merged_fishcard_12S_all_81	0	372	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
merged_fishcard_12S_all_82	261	0	93	
merged_fishcard_12S_all_83	354	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Centrolophidae;Icichthys;Icichthys lockingtoni
merged_fishcard_12S_all_84	299	46	0	
merged_fishcard_12S_all_85	0	0	337	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
merged_fishcard_12S_all_86	336	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
merged_fishcard_12S_all_87	231	0	100	
merged_fishcard_12S_all_88	295	0	33	
merged_fishcard_12S_all_89	299	29	0	
merged_fishcard_12S_all_90	320	0	0	
merged_fishcard_12S_all_91	166	0	146	
merged_fishcard_12S_all_92	194	43	67	
merged_fishcard_12S_all_93	260	0	34	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
merged_fishcard_12S_all_94	238	51	0	
merged_fishcard_12S_all_95	0	274	0	
merged_fishcard_12S_all_96	267	0	0	
merged_fishcard_12S_all_97	263	0	0	
merged_fishcard_12S_all_98	198	55	0	
merged_fishcard_12S_all_99	247	0	0	
merged_fishcard_12S_all_100	0	246	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
merged_fishcard_12S_all_101	240	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
merged_fishcard_12S_all_102	0	0	240	
merged_fishcard_12S_all_103	0	237	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
merged_fishcard_12S_all_104	232	0	0	
merged_fishcard_12S_all_105	224	0	0	
merged_fishcard_12S_all_106	0	0	210	
merged_fishcard_12S_all_107	208	0	0	
merged_fishcard_12S_all_108	0	206	0	
merged_fishcard_12S_all_109	191	0	0	
merged_fishcard_12S_all_110	0	0	191	
merged_fishcard_12S_all_111	189	0	0	
merged_fishcard_12S_all_112	0	0	183	
merged_fishcard_12S_all_113	117	0	60	
merged_fishcard_12S_all_114	0	176	0	
merged_fishcard_12S_all_115	0	170	0	
merged_fishcard_12S_all_116	114	0	54	
merged_fishcard_12S_all_117	163	0	0	
merged_fishcard_12S_all_118	129	0	34	
merged_fishcard_12S_all_119	0	162	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Hypsypops;Hypsypops rubicundus
merged_fishcard_12S_all_120	157	0	0	
merged_fishcard_12S_all_121	156	0	0	
merged_fishcard_12S_all_122	94	0	60	
merged_fishcard_12S_all_123	152	0	0	
merged_fishcard_12S_all_124	0	0	152	
merged_fishcard_12S_all_125	147	0	0	
merged_fishcard_12S_all_126	142	0	0	
merged_fishcard_12S_all_127	119	19	0	
merged_fishcard_12S_all_128	0	0	138	
merged_fishcard_12S_all_129	136	0	0	
merged_fishcard_12S_all_130	0	136	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus blanchardi
merged_fishcard_12S_all_131	0	135	0	
merged_fishcard_12S_all_132	133	0	0	
merged_fishcard_12S_all_133	103	0	30	
merged_fishcard_12S_all_134	0	0	133	
merged_fishcard_12S_all_135	0	0	128	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Alloclinus;Alloclinus holderi
merged_fishcard_12S_all_136	72	0	53	
merged_fishcard_12S_all_137	0	125	0	
merged_fishcard_12S_all_138	123	0	0	
merged_fishcard_12S_all_139	119	0	0	
merged_fishcard_12S_all_140	115	0	0	
merged_fishcard_12S_all_141	76	0	39	
merged_fishcard_12S_all_142	80	0	33	
merged_fishcard_12S_all_143	95	16	0	
merged_fishcard_12S_all_144	0	0	111	
merged_fishcard_12S_all_145	107	0	0	
merged_fishcard_12S_all_146	106	0	0	
merged_fishcard_12S_all_147	0	0	102	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys decurrens
merged_fishcard_12S_all_148	97	0	0	
merged_fishcard_12S_all_149	96	0	0	
merged_fishcard_12S_all_150	0	0	95	
merged_fishcard_12S_all_151	0	92	0	
merged_fishcard_12S_all_152	86	0	0	
merged_fishcard_12S_all_153	84	0	0	
merged_fishcard_12S_all_154	82	0	0	
merged_fishcard_12S_all_155	80	0	0	
merged_fishcard_12S_all_156	79	0	0	
merged_fishcard_12S_all_157	55	0	23	
merged_fishcard_12S_all_158	71	0	0	
merged_fishcard_12S_all_159	71	0	0	
merged_fishcard_12S_all_160	70	0	0	
merged_fishcard_12S_all_161	0	0	69	
merged_fishcard_12S_all_162	68	0	0	
merged_fishcard_12S_all_163	43	0	20	
merged_fishcard_12S_all_164	63	0	0	
merged_fishcard_12S_all_165	62	0	0	
merged_fishcard_12S_all_166	61	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador
merged_fishcard_12S_all_167	59	0	0	
merged_fishcard_12S_all_168	59	0	0	
merged_fishcard_12S_all_169	58	0	0	
merged_fishcard_12S_all_170	0	0	58	
merged_fishcard_12S_all_171	55	0	0	
merged_fishcard_12S_all_172	0	0	52	
merged_fishcard_12S_all_173	51	0	0	
merged_fishcard_12S_all_174	49	0	0	
merged_fishcard_12S_all_175	0	0	47	
merged_fishcard_12S_all_176	44	0	0	
merged_fishcard_12S_all_177	42	0	0	
merged_fishcard_12S_all_178	42	0	0	
merged_fishcard_12S_all_179	39	0	0	
merged_fishcard_12S_all_180	38	0	0	
merged_fishcard_12S_all_181	36	0	0	
merged_fishcard_12S_all_182	36	0	0	
merged_fishcard_12S_all_183	35	0	0	
merged_fishcard_12S_all_184	0	0	35	
merged_fishcard_12S_all_185	34	0	0	
merged_fishcard_12S_all_186	34	0	0	
merged_fishcard_12S_all_187	34	0	0	
merged_fishcard_12S_all_188	33	0	0	
merged_fishcard_12S_all_189	0	0	33	
merged_fishcard_12S_all_190	0	0	32	
merged_fishcard_12S_all_191	21	0	8	
merged_fishcard_12S_all_192	28	0	0	
merged_fishcard_12S_all_193	27	0	0	
merged_fishcard_12S_all_194	27	0	0	Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica
merged_fishcard_12S_all_195	26	0	0	
merged_fishcard_12S_all_196	25	0	0	
merged_fishcard_12S_all_197	25	0	0	
merged_fishcard_12S_all_198	0	0	25	
merged_fishcard_12S_all_199	24	0	0	
merged_fishcard_12S_all_200	22	0	0	
merged_fishcard_12S_all_201	0	0	17	
merged_fishcard_12S_all_202	0	0	17	
merged_fishcard_12S_all_203	16	0	0	
merged_fishcard_12S_all_204	11	0	0	
merged_fishcard_12S_all_205	7	0	0	
merged_fishcard_12S_all_206	7	0	0	
merged_fishcard_12S_all_207	6	0	0	
merged_fishcard_12S_all_208	0	6	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
merged_fishcard_12S_all_209	4	0	0	
merged_fishcard_12S_all_210	0	4	0	
merged_fishcard_12S_all_211	0	3	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
merged_fishcard_12S_all_212	1	0	0	
reverse_fishcard_12S_all_1	1	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_2	1	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_3	1	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_4	0	2	0	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus
reverse_fishcard_12S_all_5	0	1	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_6	0	1	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_7	0	0	2	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_8	1	0	0	
reverse_fishcard_12S_all_9	1	0	0	
reverse_fishcard_12S_all_10	1	0	0	
reverse_fishcard_12S_all_11	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_fishcard_12S_all_12	1	0	0	
reverse_fishcard_12S_all_13	1	0	0	
reverse_fishcard_12S_all_14	1	0	0	
reverse_fishcard_12S_all_15	1	0	0	
reverse_fishcard_12S_all_16	1	0	0	
reverse_fishcard_12S_all_17	1	0	0	
reverse_fishcard_12S_all_18	1	0	0	
reverse_fishcard_12S_all_19	1	0	0	
reverse_fishcard_12S_all_20	1	0	0	
reverse_fishcard_12S_all_21	1	0	0	
reverse_fishcard_12S_all_22	1	0	0	
reverse_fishcard_12S_all_23	1	0	0	
reverse_fishcard_12S_all_24	1	0	0	
reverse_fishcard_12S_all_25	1	0	0	
reverse_fishcard_12S_all_26	1	0	0	
reverse_fishcard_12S_all_27	1	0	0	
reverse_fishcard_12S_all_28	1	0	0	
reverse_fishcard_12S_all_29	1	0	0	
reverse_fishcard_12S_all_30	1	0	0	
reverse_fishcard_12S_all_31	1	0	0	
reverse_fishcard_12S_all_32	1	0	0	
reverse_fishcard_12S_all_33	1	0	0	
reverse_fishcard_12S_all_34	1	0	0	
reverse_fishcard_12S_all_35	1	0	0	
reverse_fishcard_12S_all_36	1	0	0	
reverse_fishcard_12S_all_37	1	0	0	
reverse_fishcard_12S_all_38	1	0	0	
reverse_fishcard_12S_all_39	1	0	0	
reverse_fishcard_12S_all_40	1	0	0	
reverse_fishcard_12S_all_41	1	0	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Chaenopsidae;Chaenopsis;Chaenopsis alepidota
reverse_fishcard_12S_all_42	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes polylepis
reverse_fishcard_12S_all_43	1	0	0	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Balistes;Balistes polylepis
reverse_fishcard_12S_all_44	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_fishcard_12S_all_45	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_46	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_fishcard_12S_all_47	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_fishcard_12S_all_48	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_49	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_50	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_51	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_52	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;
reverse_fishcard_12S_all_53	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
reverse_fishcard_12S_all_54	1	0	0	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus
reverse_fishcard_12S_all_55	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_56	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_57	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_58	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_59	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_60	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_61	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_62	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_63	1	0	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_fishcard_12S_all_64	1	0	0	Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps
reverse_fishcard_12S_all_65	1	0	0	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_fishcard_12S_all_66	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_67	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_68	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_69	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_70	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_71	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_72	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_73	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_74	1	0	0	Eukaryota;Chordata;Actinopteri;;Sphyraenidae;Sphyraena;Sphyraena argentea
reverse_fishcard_12S_all_75	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_76	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_77	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
reverse_fishcard_12S_all_78	1	0	0	
reverse_fishcard_12S_all_79	1	0	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_80	1	0	0	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Umbrina;Umbrina roncador
reverse_fishcard_12S_all_81	1	0	0	
reverse_fishcard_12S_all_82	1	0	0	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
reverse_fishcard_12S_all_83	1	0	0	Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Ruvettus;Ruvettus pretiosus
reverse_fishcard_12S_all_84	1	0	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;
reverse_fishcard_12S_all_85	0	1	0	
reverse_fishcard_12S_all_86	0	1	0	
reverse_fishcard_12S_all_87	0	1	0	
reverse_fishcard_12S_all_88	0	1	0	
reverse_fishcard_12S_all_89	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_90	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_91	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_92	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_93	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_94	0	1	0	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
reverse_fishcard_12S_all_95	0	1	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Chilara;Chilara taylori
reverse_fishcard_12S_all_96	0	1	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_fishcard_12S_all_97	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_98	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_99	0	1	0	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_100	0	1	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus blanchardi
reverse_fishcard_12S_all_101	0	1	0	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus
reverse_fishcard_12S_all_102	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
reverse_fishcard_12S_all_103	0	1	0	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
reverse_fishcard_12S_all_104	0	0	1	
reverse_fishcard_12S_all_105	0	0	1	
reverse_fishcard_12S_all_106	0	0	1	
reverse_fishcard_12S_all_107	0	0	1	
reverse_fishcard_12S_all_108	0	0	1	
reverse_fishcard_12S_all_109	0	0	1	
reverse_fishcard_12S_all_110	0	0	1	
reverse_fishcard_12S_all_111	0	0	1	
reverse_fishcard_12S_all_112	0	0	1	
reverse_fishcard_12S_all_113	0	0	1	
reverse_fishcard_12S_all_114	0	0	1	
reverse_fishcard_12S_all_115	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
reverse_fishcard_12S_all_116	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
reverse_fishcard_12S_all_117	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
reverse_fishcard_12S_all_118	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
reverse_fishcard_12S_all_119	0	0	1	
reverse_fishcard_12S_all_120	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_121	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_122	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_fishcard_12S_all_123	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
reverse_fishcard_12S_all_124	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
reverse_fishcard_12S_all_125	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
reverse_fishcard_12S_all_126	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
reverse_fishcard_12S_all_127	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
reverse_fishcard_12S_all_128	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_129	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_130	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_131	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_132	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_133	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_134	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
reverse_fishcard_12S_all_135	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
reverse_fishcard_12S_all_136	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
reverse_fishcard_12S_all_137	0	0	1	
reverse_fishcard_12S_all_138	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
reverse_fishcard_12S_all_139	0	0	1	Eukaryota;Chordata;Actinopteri;;Embiotocidae;Rhacochilus;Rhacochilus vacca
