all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_fishcard_12S_all_1724	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1725	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1726	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sphyraenidae;genus:Sphyraena;species:Sphyraena argentea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_011.1
forward_fishcard_12S_all_1727	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:73.5626262626;species:72.5126262626;	LC091972.1;FISHCARD_miu_406.1;FISHCARD_miu_043.1;LC091971.1;AY279572.1;FISHCARD_miu_266.1;FISHCARD_miu_264.1;LC091976.1;FISHCARD_miu_163.1;LC091975.1;FISHCARD_miu_044.1;FISHCARD_miu_685.1;FISHCARD_miu_164.1;AF285918.1;AY279573.1;KU530212.1;FISHCARD_miu_189.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;FISHCARD_miu_142.1;AP009128.1;LC091977.1;LC104608.1;FJ616394.1;FISHCARD_miu_265.1;LC091978.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125222.1;JN125224.1;FISHCARD_miu_162.1;FISHCARD_miu_161.1;AY279571.1;JN125223.1;JN125227.1;JN125226.1;JN125225.1
forward_fishcard_12S_all_1728	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:76.5953282828;species:75.4494949495;	LC091971.1;AY279572.1;LC091972.1;FISHCARD_miu_043.1;FISHCARD_miu_406.1;FISHCARD_miu_163.1;LC091975.1;FISHCARD_miu_685.1;LC091976.1;FISHCARD_miu_266.1;FISHCARD_miu_264.1;FISHCARD_miu_044.1;FISHCARD_miu_164.1;AY279573.1;FISHCARD_miu_189.1;KU530212.1;AF285918.1;FISHCARD_miu_701.1;FISHCARD_miu_142.1;AP009128.1;FJ616394.1;LC104608.1;LC091977.1;FISHCARD_miu_265.1;LC091978.1;FISHCARD_miu_141.1;FISHCARD_miu_263.1;LC091973.1;LC091974.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125224.1;JN125222.1
forward_fishcard_12S_all_1729	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Phanerodon;species:Phanerodon atripes;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:71.2196581197;species:68.8435897436;	FISHCARD_miu_266.1;LC091972.1;AY279572.1;FISHCARD_miu_406.1;LC091971.1;FISHCARD_miu_043.1;LC091975.1;FISHCARD_miu_685.1;FISHCARD_miu_163.1;FISHCARD_miu_044.1;FISHCARD_miu_264.1;LC091976.1;FISHCARD_miu_164.1;KU530212.1;FISHCARD_miu_141.1;AY279573.1;FISHCARD_miu_189.1;AF285918.1;FISHCARD_miu_701.1;LC091974.1;LC091973.1;FISHCARD_miu_142.1;FJ616394.1;LC091977.1;FISHCARD_miu_265.1;AP009128.1;LC104608.1;LC091978.1;FISHCARD_miu_263.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125222.1;JN125224.1;FISHCARD_miu_162.1;AY279571.1;FISHCARD_miu_161.1;JN125226.1;JN125223.1;JN125227.1;JN125225.1
forward_fishcard_12S_all_1730	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:72.8362276612;species:71.799048174;	FISHCARD_miu_043.1;FISHCARD_miu_406.1;LC091972.1;LC091971.1;AY279572.1;LC091976.1;FISHCARD_miu_685.1;LC091975.1;FISHCARD_miu_044.1;FISHCARD_miu_264.1;FISHCARD_miu_163.1;FISHCARD_miu_266.1;FISHCARD_miu_164.1;FISHCARD_miu_189.1;AF285918.1;AY279573.1;KU530212.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;FISHCARD_miu_142.1;FJ616394.1;LC104608.1;LC091978.1;FISHCARD_miu_265.1;LC091977.1;AP009128.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_160.1;FISHCARD_miu_046.1;JN125224.1;JN125222.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1;AY279571.1;JN125226.1;JN125223.1;JN125227.1;JN125225.1
forward_fishcard_12S_all_1731	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:71.7561480186;species:70.7681138306;	FISHCARD_miu_043.1;FISHCARD_miu_406.1;LC091972.1;AY279572.1;LC091971.1;FISHCARD_miu_266.1;LC091976.1;FISHCARD_miu_685.1;FISHCARD_miu_044.1;FISHCARD_miu_163.1;LC091975.1;FISHCARD_miu_264.1;FISHCARD_miu_164.1;AF285918.1;FISHCARD_miu_189.1;AY279573.1;KU530212.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;FISHCARD_miu_265.1;FISHCARD_miu_142.1;LC091977.1;LC091978.1;AP009128.1;FJ616394.1;LC104608.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125222.1;JN125224.1;FISHCARD_miu_162.1;AY279571.1;FISHCARD_miu_161.1;JN125226.1;JN125227.1;JN125223.1
forward_fishcard_12S_all_1732	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:71.305526418;species:70.3683469308;	LC091971.1;LC091972.1;FISHCARD_miu_406.1;AY279572.1;FISHCARD_miu_043.1;FISHCARD_miu_264.1;LC091976.1;FISHCARD_miu_044.1;FISHCARD_miu_266.1;LC091975.1;FISHCARD_miu_163.1;FISHCARD_miu_685.1;FISHCARD_miu_164.1;KU530212.1;FISHCARD_miu_189.1;AY279573.1;AF285918.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;LC091977.1;FJ616394.1;LC091978.1;AP009128.1;LC104608.1;FISHCARD_miu_142.1;FISHCARD_miu_265.1;FISHCARD_miu_263.1;LC091973.1;LC091974.1;FISHCARD_miu_160.1;FISHCARD_miu_046.1;JN125222.1;JN125224.1;AY279571.1;FISHCARD_miu_162.1;FISHCARD_miu_161.1;JN125226.1;JN125223.1;JN125227.1;JN125225.1;FISHCARD_miu_667.1;FISHCARD_miu_668.1
forward_fishcard_12S_all_1733	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:72.3754218004;species:70.8826867577;	AY279572.1;LC091971.1;LC091972.1;FISHCARD_miu_043.1;FISHCARD_miu_406.1;FISHCARD_miu_044.1;LC091975.1;LC091976.1;FISHCARD_miu_685.1;FISHCARD_miu_163.1;FISHCARD_miu_266.1;FISHCARD_miu_264.1;FISHCARD_miu_164.1;AY279573.1;FISHCARD_miu_189.1;AF285918.1;KU530212.1;FISHCARD_miu_701.1;FISHCARD_miu_141.1;FJ616394.1;FISHCARD_miu_265.1;LC104608.1;LC091978.1;LC091977.1;AP009128.1;FISHCARD_miu_142.1;FISHCARD_miu_263.1;LC091973.1;LC091974.1;FISHCARD_miu_160.1;FISHCARD_miu_046.1;JN125224.1;JN125222.1;FISHCARD_miu_162.1;AY279571.1;FISHCARD_miu_161.1;JN125227.1;JN125223.1;JN125226.1;JN125225.1
forward_fishcard_12S_all_1734	0	0	1	Unclassified		
forward_fishcard_12S_all_1735	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:71.7175407925;species:70.347027972;	LC091972.1;FISHCARD_miu_043.1;LC091971.1;FISHCARD_miu_406.1;AY279572.1;FISHCARD_miu_685.1;LC091976.1;FISHCARD_miu_163.1;FISHCARD_miu_264.1;FISHCARD_miu_266.1;FISHCARD_miu_044.1;LC091975.1;FISHCARD_miu_164.1;AF285918.1;AY279573.1;FISHCARD_miu_189.1;KU530212.1;FISHCARD_miu_701.1;AP009128.1;LC091977.1;FISHCARD_miu_265.1;LC104608.1;FISHCARD_miu_142.1;FJ616394.1;LC091978.1;FISHCARD_miu_141.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125222.1;JN125224.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1;AY279571.1
forward_fishcard_12S_all_1736	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.6154706405;species:65.4385475635;	FISHCARD_miu_406.1;FISHCARD_miu_043.1;AY279572.1;LC091971.1;LC091972.1;FISHCARD_miu_266.1;FISHCARD_miu_264.1;FISHCARD_miu_685.1;LC091976.1;LC091975.1;FISHCARD_miu_044.1;FISHCARD_miu_163.1;FISHCARD_miu_164.1;FISHCARD_miu_701.1;AF285918.1;KU530212.1;AY279573.1;FISHCARD_miu_189.1;FISHCARD_miu_141.1;LC091978.1;AP009128.1;FISHCARD_miu_265.1;FJ616394.1;LC104608.1;LC091977.1;FISHCARD_miu_142.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125224.1;JN125222.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1;AY279571.1;JN125227.1;JN125226.1;JN125223.1;JN125225.1
forward_fishcard_12S_all_1737	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:74.9920551671;species:74.3048756799;	LC091971.1;FISHCARD_miu_406.1;FISHCARD_miu_043.1;LC091972.1;AY279572.1;FISHCARD_miu_044.1;LC091975.1;FISHCARD_miu_264.1;LC091976.1;FISHCARD_miu_163.1;FISHCARD_miu_266.1;FISHCARD_miu_685.1;FISHCARD_miu_164.1;FISHCARD_miu_189.1;AY279573.1;KU530212.1;AF285918.1;LC091977.1;LC104608.1;FISHCARD_miu_265.1;AP009128.1;FISHCARD_miu_701.1;FJ616394.1;LC091978.1;FISHCARD_miu_142.1;FISHCARD_miu_141.1
forward_fishcard_12S_all_1738	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:70.7367126338;species:67.729642498;	FISHCARD_miu_043.1;LC091972.1;FISHCARD_miu_406.1;AY279572.1;LC091971.1;FISHCARD_miu_044.1;LC091976.1;FISHCARD_miu_163.1;FISHCARD_miu_264.1;FISHCARD_miu_266.1;LC091975.1;FISHCARD_miu_685.1;KU530212.1;FISHCARD_miu_189.1;AF285918.1;AY279573.1;FISHCARD_miu_164.1;FISHCARD_miu_701.1;AP009128.1;FISHCARD_miu_142.1;FISHCARD_miu_265.1;FJ616394.1;LC091977.1;LC091978.1;LC104608.1;FISHCARD_miu_141.1;FISHCARD_miu_263.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;JN125222.1;JN125224.1;LC091974.1;LC091973.1;FISHCARD_miu_161.1;FISHCARD_miu_162.1;AY279571.1;JN125227.1;JN125223.1;JN125226.1;JN125225.1
forward_fishcard_12S_all_1739	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Rhacochilus;species:Rhacochilus vacca;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:66.0688228438;species:64.1413655789;	LC091972.1;AY279572.1;LC091971.1;FISHCARD_miu_043.1;FISHCARD_miu_406.1;FISHCARD_miu_266.1;FISHCARD_miu_163.1;FISHCARD_miu_264.1;LC091975.1;FISHCARD_miu_685.1;LC091976.1;FISHCARD_miu_044.1;FISHCARD_miu_164.1;AF285918.1;FISHCARD_miu_189.1;KU530212.1;AY279573.1;FISHCARD_miu_701.1;FISHCARD_miu_265.1;LC091978.1;LC104608.1;LC091977.1;FISHCARD_miu_142.1;FJ616394.1;AP009128.1;FISHCARD_miu_141.1;FISHCARD_miu_263.1;LC091974.1;LC091973.1;FISHCARD_miu_160.1;FISHCARD_miu_046.1;JN125222.1;JN125224.1;FISHCARD_miu_161.1;AY279571.1;FISHCARD_miu_162.1;JN125226.1;JN125223.1;JN125227.1;JN125225.1;FISHCARD_miu_668.1;FISHCARD_miu_667.1
forward_fishcard_12S_all_1740	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Malacanthidae;genus:Caulolatilus;species:Caulolatilus princeps;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_301.1;FISHCARD_miu_083.1
forward_fishcard_12S_all_1741	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Malacanthidae;genus:Caulolatilus;species:Caulolatilus princeps;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_301.1;FISHCARD_miu_083.1
forward_fishcard_12S_all_1742	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Malacanthidae;genus:Caulolatilus;species:Caulolatilus princeps;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_301.1;FISHCARD_miu_083.1
forward_fishcard_12S_all_1743	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Anguilliformes;family:Muraenidae;genus:Gymnothorax;species:Gymnothorax mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_655.1
forward_fishcard_12S_all_1744	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091585.1;LC500738.1;LC069398.1;LC020933.1;LC069396.1;LC069399.1;AB032554.1;LC091577.1;LC385054.1;LC069397.1;FISHCARD_miu_087.1;FISHCARD_miu_581.1;LC105913.1;LC105750.1;LC105968.1;LC105942.1;LC105854.1;LC105859.1;LC105780.1;LC105770.1;LC105741.1;LC105864.1;LC105925.1;LC105843.1;LC105748.1;LC105728.1;LC105829.1;LC105814.1;LC105811.1;LC105888.1;LC105947.1;LC105917.1;LC105821.1;LC105946.1;LC105863.1;LC105719.1;LC105962.1;LC105779.1;LC105984.1;LC105890.1;LC105879.1;LC105938.1;LC105933.1;LC105931.1;LC105824.1;LC105794.1;LC105820.1;LC105974.1;LC105777.1;LC105958.1;LC105703.1;LC105896.1;LC105714.1;LC105952.1;LC105789.1;LC105740.1;LC105782.1;LC105742.1;LC105921.1;LC105873.1;LC105785.1;LC105967.1;LC105948.1;LC105886.1;LC105767.1;LC105960.1;LC105881.1;LC105724.1;LC105732.1;LC105922.1;LC105874.1;LC105831.1;LC105768.1;LC105705.1;LC105771.1;LC105830.1;LC105871.1;LC105971.1;LC105961.1;LC105796.1;LC105827.1;LC105772.1;LC105860.1;LC105711.1;LC105880.1;LC105819.1;LC105983.1;LC105756.1;LC105752.1;LC105900.1;LC105919.1;LC105868.1;LC105898.1;LC105815.1;LC105903.1;LC105788.1;LC105716.1;LC105715.1;LC105884.1;LC105832.1
forward_fishcard_12S_all_1745	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069396.1;LC091585.1;LC500738.1;LC069397.1;LC091577.1;LC069398.1;LC069399.1;LC385054.1;LC020933.1;AB032554.1;FISHCARD_miu_087.1;FISHCARD_miu_581.1;LC105900.1;LC105867.1;LC105852.1;LC105796.1;LC105721.1;LC105762.1;LC105816.1;LC105949.1;LC105907.1;LC105725.1;LC105737.1;LC105849.1;LC105730.1;LC105806.1;LC105859.1;LC105941.1;LC105940.1;LC105718.1;LC105952.1;LC105837.1;LC105925.1;LC105781.1;LC105942.1;LC105886.1;LC105929.1;LC105908.1;LC105955.1;LC105817.1;LC105777.1;LC105899.1;LC105760.1;LC105920.1;LC105947.1;LC105970.1;LC105793.1;LC105724.1;LC105937.1;LC105984.1;LC105888.1;LC105736.1;LC105824.1;LC105702.1;LC105746.1;LC105986.1;LC105935.1;LC105979.1;LC105862.1;LC105902.1;LC105790.1;LC105839.1;LC105956.1;LC105708.1;LC105965.1;LC105710.1;LC105880.1;LC105769.1;LC105944.1;LC105745.1;LC105792.1;LC105716.1;LC105773.1;LC105927.1;LC105814.1;LC105863.1;LC105703.1;LC105706.1;LC105921.1;LC105800.1;LC105850.1;LC105946.1;LC105960.1;LC105776.1;LC105791.1;LC105747.1;LC105780.1;LC105812.1;LC105779.1;LC105917.1;LC105751.1;LC105819.1;LC105957.1;LC105768.1;LC105758.1;LC105938.1;LC105798.1;LC105985.1;LC105884.1;LC105869.1
forward_fishcard_12S_all_1746	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091585.1;LC069399.1;LC385054.1;LC091577.1;LC069397.1;LC500738.1;LC020933.1;LC069396.1;AB032554.1;LC069398.1;FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC105828.1;LC105911.1;LC105839.1;LC105722.1;LC105976.1;LC105915.1;LC105809.1;LC105885.1;LC105835.1;LC105704.1;LC105825.1;LC105736.1;LC105714.1;LC105857.1;LC105829.1;LC105741.1;LC105793.1;LC105826.1;LC105861.1;LC105836.1;LC105821.1;LC105727.1;LC105710.1;LC105760.1;LC105862.1;LC105897.1;LC105852.1;LC105754.1;LC105771.1;LC105899.1;LC105838.1;LC105724.1;LC105881.1;LC105773.1;LC105883.1;LC105730.1;LC105845.1;LC105879.1;LC105827.1;LC105876.1;LC105868.1;LC105816.1;LC105958.1;LC105906.1;LC105784.1;LC105712.1;LC105909.1;LC105735.1;LC105871.1;LC105750.1;LC105912.1;LC105846.1;LC105880.1;LC105964.1;LC105934.1;LC105952.1;LC105792.1;LC105726.1;LC105893.1;LC105743.1;LC105731.1;LC105891.1;LC105948.1;LC105889.1;LC105933.1;LC105762.1;LC105738.1;LC105920.1;LC105812.1;LC105974.1;LC105877.1;LC105739.1;LC105963.1;LC105807.1;LC105910.1;LC105779.1;LC105759.1;LC105716.1;MH377781.1;MH377780.1;LC091583.1;MG570422.1;HQ331537.1;FISHCARD_miu_445.1;KY769128.1;LC091584.1;MG570434.1;LC105884.1
forward_fishcard_12S_all_1747	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069398.1;LC069397.1;LC385054.1;LC091585.1;LC091577.1;LC020933.1;LC500738.1;AB032554.1;LC069396.1;LC069399.1;FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC105753.1;LC105921.1;LC105980.1;LC105833.1;LC105899.1;LC105942.1;LC105805.1;LC105889.1;LC105711.1;LC105739.1;LC105730.1;LC105713.1;LC105793.1;LC105804.1;LC105758.1;LC105959.1;LC105796.1;LC105932.1;LC105978.1;LC105986.1;LC105705.1;LC105923.1;LC105797.1;LC105715.1;LC105894.1;LC105737.1;LC105791.1;LC105762.1;LC105749.1;LC105771.1;LC105751.1;LC105863.1;LC105962.1;LC105756.1;LC105809.1;LC105877.1;LC105761.1;LC105776.1;LC105964.1;LC105939.1;LC105820.1;LC105873.1;LC105811.1;LC105946.1;LC105852.1;LC105853.1;LC105912.1;LC105703.1;LC105895.1;LC105885.1;LC105908.1;LC105784.1;LC105725.1;LC105754.1;LC105919.1;LC105900.1;LC105858.1;LC105714.1;LC105901.1;LC105973.1;LC105883.1;LC105886.1;LC105717.1;LC105872.1;LC105826.1;LC105976.1;LC105772.1;LC105814.1;LC105925.1;LC105780.1;LC105709.1;LC105882.1;LC105837.1;LC105831.1;LC105829.1;LC105707.1;LC105913.1;LC105769.1;LC105719.1;LC105854.1;LC105849.1;LC105914.1;LC105963.1;LC105878.1;LC105969.1;LC105812.1;LC105985.1;LC105884.1
forward_fishcard_12S_all_1748	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC069399.1;LC069396.1;AB032554.1;LC069397.1;LC091585.1;LC020933.1;LC069398.1;LC500738.1;LC385054.1;LC091577.1;FISHCARD_miu_087.1;FISHCARD_miu_581.1;LC105860.1;LC105782.1;LC105736.1;LC105781.1;LC105815.1;LC105751.1;LC105799.1;LC105982.1;LC105930.1;LC105849.1;LC105978.1;LC105722.1;LC105966.1;LC105950.1;LC105733.1;LC105750.1;LC105740.1;LC105877.1;LC105951.1;LC105894.1;LC105848.1;LC105777.1;LC105785.1;LC105720.1;LC105911.1;LC105846.1;LC105725.1;LC105744.1;LC105845.1;LC105875.1;LC105753.1;LC105941.1;LC105955.1;LC105721.1;LC105714.1;LC105805.1;LC105735.1;LC105741.1;LC105917.1;LC105940.1;LC105791.1;LC105731.1;LC105759.1;LC105981.1;LC105909.1;LC105704.1;LC105956.1;LC105983.1;LC105868.1;LC105939.1;LC105770.1;LC105948.1;LC105824.1;LC105954.1;LC105796.1;LC105734.1;LC105776.1;LC105937.1;LC105818.1;LC105979.1;LC105984.1;LC105728.1;LC105885.1;LC105727.1;LC105820.1;LC105819.1;LC105762.1;LC105758.1;LC105953.1;LC105809.1;LC105780.1;LC105963.1;LC105969.1;LC105710.1;LC105800.1;LC105854.1;LC105942.1;LC105902.1;LC105907.1;LC105767.1;LC105880.1;LC105946.1;LC105760.1;LC105711.1;LC105756.1;LC105768.1;LC105985.1;LC105884.1
forward_fishcard_12S_all_1749	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091585.1;LC069398.1;AB032554.1;LC385054.1;LC069396.1;LC069399.1;LC069397.1;LC020933.1;LC091577.1;LC500738.1;FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC105715.1;LC105783.1;LC105864.1;LC105846.1;LC105882.1;LC105809.1;LC105782.1;LC105849.1;LC105986.1;LC105895.1;LC105915.1;LC105865.1;LC105812.1;LC105962.1;LC105725.1;LC105784.1;LC105708.1;LC105972.1;LC105945.1;LC105749.1;LC105966.1;LC105875.1;LC105776.1;LC105716.1;LC105819.1;LC105737.1;LC105802.1;LC105870.1;LC105973.1;LC105880.1;LC105803.1;LC105789.1;LC105836.1;LC105935.1;LC105918.1;LC105806.1;LC105762.1;LC105906.1;LC105861.1;LC105877.1;LC105830.1;LC105911.1;LC105912.1;LC105740.1;LC105706.1;LC105743.1;LC105950.1;LC105733.1;LC105713.1;LC105845.1;LC105948.1;LC105746.1;LC105872.1;LC105810.1;LC105892.1;LC105757.1;LC105780.1;LC105952.1;LC105771.1;LC105857.1;LC105721.1;LC105768.1;LC105728.1;LC105765.1;LC105797.1;LC105724.1;LC105920.1;LC105860.1;LC105704.1;LC105879.1;LC105926.1;LC105827.1;LC105772.1;LC105898.1;LC105923.1;LC105959.1;LC105808.1;LC105804.1;LC105985.1;MH377781.1;HQ331537.1;MG570434.1;LC091583.1;KY769128.1;MG570422.1;LC091584.1;MH377780.1;FISHCARD_miu_445.1
